Language,_id,rater_answer,a_domain,a_register,b_domain,b_register,difficulty,familiarity,question_,section,wordphrase_a,wordphrase_a_translation,wordphrase_b,wordphrase_b_translation,_unit_id,_created_at,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,Answer,Alternate Answer,Score,Answers,Grouping,Market
Chinese-Traditional,5870058076,a_is_more_specific_than_b,geography,neutral,geography,technical,medium,unfamiliar,1,Close Match,平原,plain,地形,terrain,2914023476,2020-12-25 06:34:46,2020-12-25 06:33:50,False,cf_internal,0.9222,45709058,HKG,0.0,Central District,84.17.57.35,a_is_more_specific_than_b,0,1,a_is_more_specific_than_b;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5870125355,a_and_b_are_related,geography,neutral,geography,technical,medium,unfamiliar,1,Close Match,平原,plain,地形,terrain,2914023476,2020-12-25 08:55:12,2020-12-25 08:53:40,False,cf_internal,0.9125000000000001,45492778,HKG,0.0,Central District,124.244.22.144,a_is_more_specific_than_b,0,0,a_is_more_specific_than_b;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5870311400,a_is_more_specific_than_b,geography,neutral,geography,technical,medium,unfamiliar,1,Close Match,平原,plain,地形,terrain,2914023476,2020-12-25 11:42:08,2020-12-25 11:41:47,False,cf_internal,0.9302,45516010,TWN,19.0,Taichung,36.232.1.172,a_is_more_specific_than_b,0,1,a_is_more_specific_than_b;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5870316073,a_is_more_specific_than_b,geography,neutral,geography,technical,medium,unfamiliar,1,Close Match,平原,plain,地形,terrain,2914023476,2020-12-25 12:05:01,2020-12-25 12:04:51,False,cf_internal,0.9344,46306145,TWN,19.0,Taichung,180.217.234.183,a_is_more_specific_than_b,0,1,a_is_more_specific_than_b;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5870566690,a_and_b_are_related,geography,neutral,geography,technical,medium,unfamiliar,1,Close Match,平原,plain,地形,terrain,2914023476,2020-12-26 01:47:16,2020-12-26 01:45:24,False,cf_internal,0.8848,45689879,HKG,0.0,Tsuen Wan,221.127.30.44,a_is_more_specific_than_b,0,0,a_is_more_specific_than_b;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5870589293,a_is_more_specific_than_b,geography,neutral,geography,technical,medium,unfamiliar,1,Close Match,平原,plain,地形,terrain,2914023476,2020-12-26 03:32:16,2020-12-26 03:31:16,False,cf_internal,0.9236000000000001,45494229,HKG,0.0,Yuen Long,218.250.2.130,a_is_more_specific_than_b,0,1,a_is_more_specific_than_b;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5870611736,a_is_more_specific_than_b,geography,neutral,geography,technical,medium,unfamiliar,1,Close Match,平原,plain,地形,terrain,2914023476,2020-12-26 05:10:26,2020-12-26 05:09:52,False,cf_internal,0.9078,45894202,HKG,0.0,Central District,218.102.173.38,a_is_more_specific_than_b,0,1,a_is_more_specific_than_b;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5871008007,a_is_more_specific_than_b,geography,neutral,geography,technical,medium,unfamiliar,1,Close Match,平原,plain,地形,terrain,2914023476,2020-12-26 18:45:30,2020-12-26 18:43:42,False,cf_internal,0.9229,45488857,TWN,3.0,Taipei,1.164.220.9,a_is_more_specific_than_b,0,1,a_is_more_specific_than_b;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5871264245,a_is_more_specific_than_b,geography,neutral,geography,technical,medium,unfamiliar,1,Close Match,平原,plain,地形,terrain,2914023476,2020-12-27 07:56:46,2020-12-27 07:55:26,False,cf_internal,0.9214,46306299,TWN,3.0,Taipei,223.200.89.19,a_is_more_specific_than_b,0,1,a_is_more_specific_than_b;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5871667742,a_and_b_are_related,geography,neutral,geography,technical,medium,unfamiliar,1,Close Match,平原,plain,地形,terrain,2914023476,2020-12-27 12:04:23,2020-12-27 12:02:39,False,cf_internal,0.9147000000000001,45911178,HKG,0.0,Central District,49.130.131.56,a_is_more_specific_than_b,0,0,a_is_more_specific_than_b;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5871793254,a_is_more_specific_than_b,geography,neutral,geography,technical,medium,unfamiliar,1,Close Match,平原,plain,地形,terrain,2914023476,2020-12-27 13:43:37,2020-12-27 13:42:32,False,cf_internal,0.9306000000000001,45862229,TWN,3.0,Taipei,223.140.184.77,a_is_more_specific_than_b,0,1,a_is_more_specific_than_b;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5871841348,a_is_more_specific_than_b,geography,neutral,geography,technical,medium,unfamiliar,1,Close Match,平原,plain,地形,terrain,2914023476,2020-12-27 15:53:05,2020-12-27 15:51:16,False,cf_internal,0.9068,45516283,HKG,0.0,Central District,218.190.208.226,a_is_more_specific_than_b,0,1,a_is_more_specific_than_b;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5871852265,a_is_more_specific_than_b,geography,neutral,geography,technical,medium,unfamiliar,1,Close Match,平原,plain,地形,terrain,2914023476,2020-12-27 16:30:58,2020-12-27 16:29:05,False,cf_internal,0.9106000000000001,45526273,TWN,21.0,Tainan,220.143.145.24,a_is_more_specific_than_b,0,1,a_is_more_specific_than_b;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5872112481,a_is_more_specific_than_b,geography,neutral,geography,technical,medium,unfamiliar,1,Close Match,平原,plain,地形,terrain,2914023476,2020-12-28 02:18:17,2020-12-28 02:18:07,False,cf_internal,0.9143,45517508,HKG,0.0,Yuen Long,61.18.117.56,a_is_more_specific_than_b,0,1,a_is_more_specific_than_b;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5872216716,a_is_more_specific_than_b,geography,neutral,geography,technical,medium,unfamiliar,1,Close Match,平原,plain,地形,terrain,2914023476,2020-12-28 04:44:17,2020-12-28 04:44:11,False,cf_internal,0.9112,45799414,HKG,0.0,Tin Shui Wai,168.70.127.131,a_is_more_specific_than_b,0,1,a_is_more_specific_than_b;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5872479894,a_and_b_are_related,geography,neutral,geography,technical,medium,unfamiliar,1,Close Match,平原,plain,地形,terrain,2914023476,2020-12-28 09:39:09,2020-12-28 09:38:18,False,cf_internal,0.8231,46310963,TWN,3.0,Taipei,103.4.29.80,a_is_more_specific_than_b,0,0,a_is_more_specific_than_b;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5872976626,a_and_b_are_related,geography,neutral,geography,technical,medium,unfamiliar,1,Close Match,平原,plain,地形,terrain,2914023476,2020-12-28 15:22:35,2020-12-28 15:22:21,False,cf_internal,0.7954,46289965,PHL,20.0,Imus,124.106.180.38,a_is_more_specific_than_b,0,0,a_is_more_specific_than_b;0,GT,ZH-ZH
Chinese-Traditional,5868361483,b_is_more_specific_than_a,clothing,neutral,clothing,neutral,easy,familiar,2,Close Match,帽子,hat,棒球帽,baseball cap,2914023477,2020-12-23 23:49:52,2020-12-23 23:49:41,False,cf_internal,1.0,45711188,TWN,3.0,Taipei,114.24.30.200,b_is_more_specific_than_a,0,1,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5868398493,b_is_more_specific_than_a,clothing,neutral,clothing,neutral,easy,familiar,2,Close Match,帽子,hat,棒球帽,baseball cap,2914023477,2020-12-24 01:24:12,2020-12-24 01:24:01,False,cf_internal,0.9563,46197780,TWN,3.0,Taipei,49.216.59.121,b_is_more_specific_than_a,0,1,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5868443301,b_is_more_specific_than_a,clothing,neutral,clothing,neutral,easy,familiar,2,Close Match,帽子,hat,棒球帽,baseball cap,2914023477,2020-12-24 03:07:43,2020-12-24 03:07:37,False,cf_internal,0.8917,46102414,AUS,2.0,Kellyville,101.179.219.27,b_is_more_specific_than_a,0,1,b_is_more_specific_than_a;0,GT,ZH-ZH
Chinese-Traditional,5868459886,b_is_more_specific_than_a,clothing,neutral,clothing,neutral,easy,familiar,2,Close Match,帽子,hat,棒球帽,baseball cap,2914023477,2020-12-24 03:41:30,2020-12-24 03:41:22,False,cf_internal,0.9328000000000001,45492267,HKG,0.0,Central District,123.203.180.92,b_is_more_specific_than_a,0,1,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5868513764,b_is_more_specific_than_a,clothing,neutral,clothing,neutral,easy,familiar,2,Close Match,帽子,hat,棒球帽,baseball cap,2914023477,2020-12-24 05:19:32,2020-12-24 05:18:12,False,cf_internal,0.8945000000000001,45516158,TWN,5.0,Changhua,36.232.252.39,b_is_more_specific_than_a,0,1,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5868537917,b_is_more_specific_than_a,clothing,neutral,clothing,neutral,easy,familiar,2,Close Match,帽子,hat,棒球帽,baseball cap,2914023477,2020-12-24 05:55:40,2020-12-24 05:55:26,False,cf_internal,0.8859,45493055,TWN,8.0,Hsinchu,36.228.121.9,b_is_more_specific_than_a,0,1,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5868945044,b_is_more_specific_than_a,clothing,neutral,clothing,neutral,easy,familiar,2,Close Match,帽子,hat,棒球帽,baseball cap,2914023477,2020-12-24 08:43:40,2020-12-24 08:43:19,False,cf_internal,0.8535,46305142,TWN,21.0,Tainan,59.125.214.139,b_is_more_specific_than_a,0,1,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5868975421,b_is_more_specific_than_a,clothing,neutral,clothing,neutral,easy,familiar,2,Close Match,帽子,hat,棒球帽,baseball cap,2914023477,2020-12-24 08:51:01,2020-12-24 08:50:01,False,cf_internal,0.9049,45492033,HKG,0.0,Central District,103.244.3.61,b_is_more_specific_than_a,0,1,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5869804656,b_is_more_specific_than_a,clothing,neutral,clothing,neutral,easy,familiar,2,Close Match,帽子,hat,棒球帽,baseball cap,2914023477,2020-12-24 15:09:01,2020-12-24 15:07:50,False,cf_internal,0.908,46304816,TWN,2.0,Kaohsiung,49.159.76.14,b_is_more_specific_than_a,0,1,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5870044894,b_is_more_specific_than_a,clothing,neutral,clothing,neutral,easy,familiar,2,Close Match,帽子,hat,棒球帽,baseball cap,2914023477,2020-12-25 05:11:56,2020-12-25 05:11:34,False,cf_internal,0.9225000000000001,45709019,TWN,21.0,Tainan,1.172.57.80,b_is_more_specific_than_a,0,1,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5870058144,b_is_more_specific_than_a,clothing,neutral,clothing,neutral,easy,familiar,2,Close Match,帽子,hat,棒球帽,baseball cap,2914023477,2020-12-25 06:35:13,2020-12-25 06:34:48,False,cf_internal,0.9222,45709058,HKG,0.0,Central District,84.17.57.35,b_is_more_specific_than_a,0,1,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5870126794,b_is_more_specific_than_a,clothing,neutral,clothing,neutral,easy,familiar,2,Close Match,帽子,hat,棒球帽,baseball cap,2914023477,2020-12-25 08:56:28,2020-12-25 08:55:14,False,cf_internal,0.9125000000000001,45492778,HKG,0.0,Central District,124.244.22.144,b_is_more_specific_than_a,0,1,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5870311443,b_is_more_specific_than_a,clothing,neutral,clothing,neutral,easy,familiar,2,Close Match,帽子,hat,棒球帽,baseball cap,2914023477,2020-12-25 11:42:26,2020-12-25 11:42:11,False,cf_internal,0.9302,45516010,TWN,19.0,Taichung,36.232.1.172,b_is_more_specific_than_a,0,1,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5870316198,b_is_more_specific_than_a,clothing,neutral,clothing,neutral,easy,familiar,2,Close Match,帽子,hat,棒球帽,baseball cap,2914023477,2020-12-25 12:05:41,2020-12-25 12:05:03,False,cf_internal,0.9344,46306145,TWN,19.0,Taichung,180.217.234.183,b_is_more_specific_than_a,0,1,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5870566839,b_is_more_specific_than_a,clothing,neutral,clothing,neutral,easy,familiar,2,Close Match,帽子,hat,棒球帽,baseball cap,2914023477,2020-12-26 01:48:05,2020-12-26 01:47:20,False,cf_internal,0.8848,45689879,HKG,0.0,Tsuen Wan,221.127.30.44,b_is_more_specific_than_a,0,1,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5870589411,b_is_more_specific_than_a,clothing,neutral,clothing,neutral,easy,familiar,2,Close Match,帽子,hat,棒球帽,baseball cap,2914023477,2020-12-26 03:32:47,2020-12-26 03:32:20,False,cf_internal,0.9236000000000001,45494229,HKG,0.0,Yuen Long,218.250.2.130,b_is_more_specific_than_a,0,1,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5870611815,b_is_more_specific_than_a,clothing,neutral,clothing,neutral,easy,familiar,2,Close Match,帽子,hat,棒球帽,baseball cap,2914023477,2020-12-26 05:10:48,2020-12-26 05:10:28,False,cf_internal,0.9078,45894202,HKG,0.0,Central District,218.102.173.38,b_is_more_specific_than_a,0,1,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5871008225,b_is_more_specific_than_a,clothing,neutral,clothing,neutral,easy,familiar,2,Close Match,帽子,hat,棒球帽,baseball cap,2914023477,2020-12-26 18:45:59,2020-12-26 18:45:33,False,cf_internal,0.9229,45488857,TWN,3.0,Taipei,1.164.220.9,b_is_more_specific_than_a,0,1,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5871264272,b_is_more_specific_than_a,clothing,neutral,clothing,neutral,easy,familiar,2,Close Match,帽子,hat,棒球帽,baseball cap,2914023477,2020-12-27 07:56:58,2020-12-27 07:56:48,False,cf_internal,0.9214,46306299,TWN,3.0,Taipei,223.200.89.19,b_is_more_specific_than_a,0,1,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5871668104,b_is_more_specific_than_a,clothing,neutral,clothing,neutral,easy,familiar,2,Close Match,帽子,hat,棒球帽,baseball cap,2914023477,2020-12-27 12:04:38,2020-12-27 12:04:27,False,cf_internal,0.9147000000000001,45911178,HKG,0.0,Central District,49.130.131.56,b_is_more_specific_than_a,0,1,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5871793836,b_is_more_specific_than_a,clothing,neutral,clothing,neutral,easy,familiar,2,Close Match,帽子,hat,棒球帽,baseball cap,2914023477,2020-12-27 13:44:02,2020-12-27 13:43:40,False,cf_internal,0.9306000000000001,45862229,TWN,3.0,Taipei,223.140.184.77,b_is_more_specific_than_a,0,1,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5871841812,b_is_more_specific_than_a,clothing,neutral,clothing,neutral,easy,familiar,2,Close Match,帽子,hat,棒球帽,baseball cap,2914023477,2020-12-27 15:54:24,2020-12-27 15:53:08,False,cf_internal,0.9068,45516283,HKG,0.0,Central District,218.190.208.226,b_is_more_specific_than_a,0,1,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5871852331,b_is_more_specific_than_a,clothing,neutral,clothing,neutral,easy,familiar,2,Close Match,帽子,hat,棒球帽,baseball cap,2914023477,2020-12-27 16:31:11,2020-12-27 16:31:00,False,cf_internal,0.9106000000000001,45526273,TWN,21.0,Tainan,220.143.145.24,b_is_more_specific_than_a,0,1,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5872113592,b_is_more_specific_than_a,clothing,neutral,clothing,neutral,easy,familiar,2,Close Match,帽子,hat,棒球帽,baseball cap,2914023477,2020-12-28 02:18:58,2020-12-28 02:18:19,False,cf_internal,0.9143,45517508,HKG,0.0,Yuen Long,61.18.117.56,b_is_more_specific_than_a,0,1,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5872216851,b_is_more_specific_than_a,clothing,neutral,clothing,neutral,easy,familiar,2,Close Match,帽子,hat,棒球帽,baseball cap,2914023477,2020-12-28 04:44:44,2020-12-28 04:44:19,False,cf_internal,0.9112,45799414,HKG,0.0,Tin Shui Wai,168.70.127.131,b_is_more_specific_than_a,0,1,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5872485276,b_is_more_specific_than_a,clothing,neutral,clothing,neutral,easy,familiar,2,Close Match,帽子,hat,棒球帽,baseball cap,2914023477,2020-12-28 09:40:43,2020-12-28 09:39:12,False,cf_internal,0.8231,46310963,TWN,3.0,Taipei,103.4.29.80,b_is_more_specific_than_a,0,1,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5872977654,b_is_more_specific_than_a,clothing,neutral,clothing,neutral,easy,familiar,2,Close Match,帽子,hat,棒球帽,baseball cap,2914023477,2020-12-28 15:23:17,2020-12-28 15:22:37,False,cf_internal,0.7954,46289965,PHL,20.0,Imus,124.106.180.38,b_is_more_specific_than_a,0,1,b_is_more_specific_than_a;0,GT,ZH-ZH
Chinese-Traditional,5868362059,a_is_more_specific_than_b,science,technical,science,technical,hard,unfamiliar,3,Close Match,實驗,experiment,測試,test,2914023478,2020-12-23 23:51:30,2020-12-23 23:49:54,False,cf_internal,1.0,45711188,TWN,3.0,Taipei,114.24.30.200,b_is_more_specific_than_a,0,0,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5868398814,a_and_b_have_the_same_meaning,science,technical,science,technical,hard,unfamiliar,3,Close Match,實驗,experiment,測試,test,2914023478,2020-12-24 01:24:57,2020-12-24 01:24:14,False,cf_internal,0.9563,46197780,TWN,3.0,Taipei,49.216.59.121,b_is_more_specific_than_a,0,0,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5868443373,a_and_b_have_the_same_meaning,science,technical,science,technical,hard,unfamiliar,3,Close Match,實驗,experiment,測試,test,2914023478,2020-12-24 03:07:52,2020-12-24 03:07:45,False,cf_internal,0.8917,46102414,AUS,2.0,Kellyville,101.179.219.27,b_is_more_specific_than_a,0,0,b_is_more_specific_than_a;0,GT,ZH-ZH
Chinese-Traditional,5868459951,a_and_b_have_the_same_meaning,science,technical,science,technical,hard,unfamiliar,3,Close Match,實驗,experiment,測試,test,2914023478,2020-12-24 03:41:39,2020-12-24 03:41:32,False,cf_internal,0.9328000000000001,45492267,HKG,0.0,Central District,123.203.180.92,b_is_more_specific_than_a,0,0,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5868515289,a_and_b_have_the_same_meaning,science,technical,science,technical,hard,unfamiliar,3,Close Match,實驗,experiment,測試,test,2914023478,2020-12-24 05:20:28,2020-12-24 05:19:35,False,cf_internal,0.8945000000000001,45516158,TWN,5.0,Changhua,36.232.252.39,b_is_more_specific_than_a,0,0,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5868538336,a_and_b_have_the_same_meaning,science,technical,science,technical,hard,unfamiliar,3,Close Match,實驗,experiment,測試,test,2914023478,2020-12-24 05:56:22,2020-12-24 05:55:42,False,cf_internal,0.8859,45493055,TWN,8.0,Hsinchu,36.228.121.9,b_is_more_specific_than_a,0,0,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5868947020,a_and_b_have_the_same_meaning,science,technical,science,technical,hard,unfamiliar,3,Close Match,實驗,experiment,測試,test,2914023478,2020-12-24 08:44:04,2020-12-24 08:43:42,False,cf_internal,0.8535,46305142,TWN,21.0,Tainan,59.125.214.139,b_is_more_specific_than_a,0,0,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5868980854,a_and_b_have_the_same_meaning,science,technical,science,technical,hard,unfamiliar,3,Close Match,實驗,experiment,測試,test,2914023478,2020-12-24 08:52:34,2020-12-24 08:51:04,False,cf_internal,0.9049,45492033,HKG,0.0,Central District,103.244.3.61,b_is_more_specific_than_a,0,0,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5869805192,a_and_b_have_the_same_meaning,science,technical,science,technical,hard,unfamiliar,3,Close Match,實驗,experiment,測試,test,2914023478,2020-12-24 15:10:19,2020-12-24 15:09:04,False,cf_internal,0.908,46304816,TWN,2.0,Kaohsiung,49.159.76.14,b_is_more_specific_than_a,0,0,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5870044991,b_is_more_specific_than_a,science,technical,science,technical,hard,unfamiliar,3,Close Match,實驗,experiment,測試,test,2914023478,2020-12-25 05:12:42,2020-12-25 05:11:58,False,cf_internal,0.9225000000000001,45709019,TWN,21.0,Tainan,1.172.57.80,b_is_more_specific_than_a,0,1,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5870058178,a_and_b_have_the_same_meaning,science,technical,science,technical,hard,unfamiliar,3,Close Match,實驗,experiment,測試,test,2914023478,2020-12-25 06:35:27,2020-12-25 06:35:15,False,cf_internal,0.9222,45709058,HKG,0.0,Central District,84.17.57.35,b_is_more_specific_than_a,0,0,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5870127947,a_and_b_have_the_same_meaning,science,technical,science,technical,hard,unfamiliar,3,Close Match,實驗,experiment,測試,test,2914023478,2020-12-25 08:57:30,2020-12-25 08:56:31,False,cf_internal,0.9125000000000001,45492778,HKG,0.0,Central District,124.244.22.144,b_is_more_specific_than_a,0,0,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5870311511,a_and_b_have_the_same_meaning,science,technical,science,technical,hard,unfamiliar,3,Close Match,實驗,experiment,測試,test,2914023478,2020-12-25 11:42:45,2020-12-25 11:42:29,False,cf_internal,0.9302,45516010,TWN,19.0,Taichung,36.232.1.172,b_is_more_specific_than_a,0,0,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5870316277,a_and_b_are_related,science,technical,science,technical,hard,unfamiliar,3,Close Match,實驗,experiment,測試,test,2914023478,2020-12-25 12:06:03,2020-12-25 12:05:43,False,cf_internal,0.9344,46306145,TWN,19.0,Taichung,180.217.234.183,b_is_more_specific_than_a,0,0,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5870567174,a_and_b_have_the_same_meaning,science,technical,science,technical,hard,unfamiliar,3,Close Match,實驗,experiment,測試,test,2914023478,2020-12-26 01:49:50,2020-12-26 01:48:08,False,cf_internal,0.8848,45689879,HKG,0.0,Tsuen Wan,221.127.30.44,b_is_more_specific_than_a,0,0,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5870589502,a_and_b_have_the_same_meaning,science,technical,science,technical,hard,unfamiliar,3,Close Match,實驗,experiment,測試,test,2914023478,2020-12-26 03:33:11,2020-12-26 03:32:50,False,cf_internal,0.9236000000000001,45494229,HKG,0.0,Yuen Long,218.250.2.130,b_is_more_specific_than_a,0,0,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
Chinese-Traditional,5870612031,a_and_b_are_related,science,technical,science,technical,hard,unfamiliar,3,Close Match,實驗,experiment,測試,test,2914023478,2020-12-26 05:11:37,2020-12-26 05:10:50,False,cf_internal,0.9078,45894202,HKG,0.0,Central District,218.102.173.38,b_is_more_specific_than_a,0,0,b_is_more_specific_than_a;0,Pilot 3A,ZH-ZH
