Language,_id,rater_answer,a_domain,a_register,b_domain,b_register,difficulty,familiarity,question_,section,wordphrase_a,wordphrase_a_translation,wordphrase_b,wordphrase_b_translation,_unit_id,_created_at,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,Answer,Alternate Answer,Score,Answers,Grouping,Market
Turkish,5902443983,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 01:51:21,2021-01-21 01:51:08,False,cf_internal,0.9374,46347729,TUR,34.0,Istanbul,188.119.40.17,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902510976,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 03:06:47,2021-01-21 03:06:41,False,cf_internal,0.9325,45815714,TUR,,,85.100.238.75,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902576453,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 05:06:05,2021-01-21 05:05:34,False,cf_internal,0.9109,45488830,TUR,68.0,Ankara,188.119.20.207,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902590186,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 05:29:22,2021-01-21 05:29:17,False,cf_internal,0.9214,46347953,TUR,61.0,Trabzon,88.243.147.149,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902592990,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 05:32:20,2021-01-21 05:32:10,False,cf_internal,0.9103,45816270,TUR,34.0,Istanbul,78.190.199.172,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902593196,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 05:32:32,2021-01-21 05:32:24,False,cf_internal,0.9522,46197651,TUR,34.0,Istanbul,24.133.124.109,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902593688,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 05:33:01,2021-01-21 05:32:49,False,cf_internal,0.9117000000000001,45844921,TUR,68.0,Ankara,144.122.189.48,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902612260,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 06:01:31,2021-01-21 06:00:56,False,cf_internal,0.9343,45840774,TUR,46.0,Kahramanmaras,31.223.13.13,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902612287,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 06:01:32,2021-01-21 06:00:42,False,cf_internal,0.9042,46248097,TUR,34.0,Istanbul,176.240.19.195,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902624964,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 06:28:59,2021-01-21 06:28:50,False,cf_internal,0.9232,45816391,TUR,68.0,Ankara,94.54.29.205,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902629731,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 06:40:43,2021-01-21 06:40:22,False,cf_internal,0.9135000000000001,46271556,TUR,68.0,Ankara,178.246.223.117,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902640281,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 07:02:17,2021-01-21 07:02:08,False,cf_internal,0.9086000000000001,46348026,TUR,68.0,Ankara,78.187.5.10,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902645780,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 07:06:51,2021-01-21 07:06:06,False,cf_internal,0.9274,45758795,TUR,34.0,Istanbul,176.218.165.116,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902648524,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 07:13:10,2021-01-21 07:12:33,False,cf_internal,0.9335,45488787,TUR,,,5.25.142.184,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902650749,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 07:15:01,2021-01-21 07:14:29,False,cf_internal,0.9410000000000001,46348044,TUR,68.0,Ankara,178.233.20.156,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902650762,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 07:15:02,2021-01-21 07:14:24,False,cf_internal,0.9410000000000001,46348039,TUR,68.0,Ankara,178.233.20.156,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902669277,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 07:26:53,2021-01-21 07:26:48,False,cf_internal,0.9098,45488685,TUR,81.0,Adana,217.131.130.33,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902669956,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 07:27:21,2021-01-21 07:27:16,False,cf_internal,0.8928,45497461,TUR,32.0,Mersin,94.54.8.82,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902680465,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 07:43:05,2021-01-21 07:42:49,False,cf_internal,0.9074000000000001,46202381,TUR,81.0,Adana,95.70.140.166,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902719476,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 08:52:59,2021-01-21 08:52:25,False,cf_internal,0.9112,46348115,TUR,68.0,Ankara,213.153.243.223,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902723627,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 09:03:33,2021-01-21 09:03:24,False,cf_internal,0.9355,45488846,TUR,34.0,Istanbul,31.210.107.203,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902723633,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 09:03:36,2021-01-21 09:02:48,False,cf_internal,0.9248000000000001,45493533,TUR,68.0,Ankara,78.170.140.228,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902727498,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 09:13:18,2021-01-21 09:12:22,False,cf_internal,0.9417000000000001,45853533,TUR,34.0,Istanbul,62.244.207.133,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902728076,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 09:14:38,2021-01-21 09:14:31,False,cf_internal,0.9398000000000001,44653035,GBR,,,23.106.56.37,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902728805,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 09:16:20,2021-01-21 09:16:06,False,cf_internal,0.929,46306572,TUR,35.0,Izmir,176.88.68.234,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902735197,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 09:25:35,2021-01-21 09:25:19,False,cf_internal,0.928,45495906,TUR,34.0,Istanbul,31.223.99.92,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902737145,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 09:27:41,2021-01-21 09:27:34,False,cf_internal,0.9177000000000001,46348147,TUR,68.0,Ankara,176.88.76.57,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902744850,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 09:37:32,2021-01-21 09:37:02,False,cf_internal,0.9420000000000001,45827748,TUR,68.0,Ankara,31.206.9.118,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902749987,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 09:40:02,2021-01-21 09:39:55,False,cf_internal,0.9202,46348159,TUR,48.0,Mugla,95.0.12.165,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902757105,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 09:53:26,2021-01-21 09:53:17,False,cf_internal,0.9391,46348171,TUR,35.0,Izmir,88.230.155.27,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902757723,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 09:55:09,2021-01-21 09:54:15,False,cf_internal,0.9451,45840092,TUR,68.0,Ankara,176.234.140.189,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902761672,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 10:03:06,2021-01-21 10:02:14,False,cf_internal,0.9481,46348184,TUR,34.0,Istanbul,31.155.247.9,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902768852,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 10:14:22,2021-01-21 10:14:15,False,cf_internal,0.9304,46348201,TUR,63.0,Sanliurfa,5.24.4.224,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902770605,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 10:17:18,2021-01-21 10:16:50,False,cf_internal,0.9248000000000001,46348196,TUR,68.0,Ankara,212.252.140.56,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902771476,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 10:18:40,2021-01-21 10:18:00,False,cf_internal,0.89,46348204,TUR,34.0,Istanbul,78.173.57.137,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902771574,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 10:18:54,2021-01-21 10:18:48,False,cf_internal,0.9074000000000001,46202932,TUR,91.0,Osmaniye,213.43.118.130,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902772796,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 10:21:10,2021-01-21 10:20:19,False,cf_internal,0.9267000000000001,46063325,TUR,54.0,Sakarya,88.231.132.98,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902783499,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 10:37:37,2021-01-21 10:37:27,False,cf_internal,0.9294,45490659,TUR,68.0,Ankara,185.205.94.247,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902789284,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 10:47:05,2021-01-21 10:46:58,False,cf_internal,0.9104000000000001,45738266,TUR,34.0,Istanbul,82.222.98.184,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902805922,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 11:14:18,2021-01-21 11:13:41,False,cf_internal,0.9211,46306316,TUR,34.0,Istanbul,85.99.183.176,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902812393,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 11:23:30,2021-01-21 11:22:37,False,cf_internal,0.9398000000000001,46348239,TUR,16.0,Bursa,176.42.19.204,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902831945,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 11:48:33,2021-01-21 11:48:10,False,cf_internal,0.9384,45747059,TUR,68.0,Ankara,149.0.160.225,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902833760,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 11:51:40,2021-01-21 11:50:55,False,cf_internal,0.94,45761117,TUR,34.0,Istanbul,95.5.188.193,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902836279,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 11:55:08,2021-01-21 11:55:01,False,cf_internal,0.9301,45763539,POL,78.0,Warsaw,195.191.163.21,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902840239,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 12:01:35,2021-01-21 12:01:03,False,cf_internal,0.9156000000000001,46154853,TUR,,,31.142.30.2,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902840259,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 12:01:37,2021-01-21 12:00:59,False,cf_internal,0.9221,46068653,TUR,83.0,Gaziantep,212.252.143.65,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902840511,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 12:02:02,2021-01-21 12:01:05,False,cf_internal,0.9377000000000001,45940029,TUR,55.0,Samsun,37.130.104.176,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902845060,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 12:09:34,2021-01-21 12:08:38,False,cf_internal,0.9228000000000001,46348292,TUR,34.0,Istanbul,85.102.104.218,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902850472,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 12:17:42,2021-01-21 12:17:21,False,cf_internal,0.9033,45815738,TUR,68.0,Ankara,178.233.21.41,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902851614,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 12:19:16,2021-01-21 12:18:51,False,cf_internal,0.9192,46348300,TUR,68.0,Ankara,78.175.50.231,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902886045,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 13:04:51,2021-01-21 13:04:01,False,cf_internal,0.9348000000000001,46348346,TUR,32.0,Mersin,212.252.117.48,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902906018,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 13:24:10,2021-01-21 13:23:56,False,cf_internal,0.9214,45638934,TUR,68.0,Ankara,46.221.70.11,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902913045,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 13:32:09,2021-01-21 13:31:37,False,cf_internal,0.9141,46304602,GRC,35.0,Athens,109.242.140.11,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902913066,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 13:32:10,2021-01-21 13:31:33,False,cf_internal,0.9141,46304577,GRC,35.0,Athens,109.242.140.11,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902916177,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 13:35:52,2021-01-21 13:35:34,False,cf_internal,0.9334,46113375,TUR,61.0,Trabzon,78.168.221.187,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902925029,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 13:44:08,2021-01-21 13:43:50,False,cf_internal,0.9351,46348378,TUR,35.0,Izmir,85.107.78.76,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902926747,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 13:45:38,2021-01-21 13:45:11,False,cf_internal,0.9271,46062693,TUR,34.0,Istanbul,82.222.237.104,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902935520,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 13:53:39,2021-01-21 13:53:06,False,cf_internal,0.929,46348381,TUR,68.0,Ankara,94.54.56.140,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902936497,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 13:54:32,2021-01-21 13:53:46,False,cf_internal,0.8696,45662858,TUR,,,31.142.246.75,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902950148,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 14:06:49,2021-01-21 14:06:24,False,cf_internal,0.9454,45863773,TUR,34.0,Istanbul,94.54.246.19,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902950442,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 14:07:04,2021-01-21 14:06:25,False,cf_internal,0.9454,45490306,TUR,34.0,Istanbul,176.88.93.96,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902958665,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 14:14:27,2021-01-21 14:13:44,False,cf_internal,0.9054000000000001,46348431,TUR,34.0,Istanbul,212.252.137.189,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
Turkish,5902988994,a_and_b_have_the_same_meaning,time,formal,time,neutral,easy,familiar,1,Close Match,yıl,year,sene,year,2936097234,2021-01-21 14:42:14,2021-01-21 14:41:47,False,cf_internal,0.8948,45495811,TUR,68.0,Ankara,31.206.134.82,a_and_b_have_the_same_meaning,0,1,a_and_b_have_the_same_meaning;0,3A,TR-TR
