Language,_id,rater_answer,a_domain,a_register,b_domain,b_register,difficulty,familiarity,question_,section,wordphrase_a,wordphrase_a_translation,wordphrase_b,wordphrase_b_translation,_unit_id,_created_at,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,Answer,Score,Grouping,Market
Russian,5868831215,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 08:09:50,2020-12-24 08:09:42,False,cf_internal,0.925,46262637,RUS,48.0,Moscow,5.62.18.125,yes,0,Pilot 2,RU-RU
Russian,5868832813,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 08:10:26,2020-12-24 08:09:09,False,cf_internal,0.9689000000000001,45816216,RUS,66.0,Saint Petersburg,188.242.11.126,yes,1,Pilot 2,RU-RU
Russian,5869049695,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 09:12:16,2020-12-24 09:11:48,False,cf_internal,0.9511000000000001,45676942,RUS,66.0,Saint Petersburg,91.122.150.101,yes,1,Pilot 2,RU-RU
Russian,5869135085,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 09:36:30,2020-12-24 09:35:13,False,cf_internal,0.9712000000000001,46305214,RUS,66.0,Saint Petersburg,5.16.117.228,yes,1,Pilot 2,RU-RU
Russian,5869143964,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 09:39:04,2020-12-24 09:38:04,False,cf_internal,0.9719000000000001,46305217,RUS,38.0,Krasnodar,46.158.23.38,yes,1,Pilot 2,RU-RU
Russian,5869238532,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 10:06:35,2020-12-24 10:05:47,False,cf_internal,0.9731000000000001,45816206,RUS,38.0,Krasnodar,89.16.101.3,yes,1,Pilot 2,RU-RU
Russian,5869263466,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 10:14:02,2020-12-24 10:12:45,False,cf_internal,0.9596,46305251,RUS,48.0,Moscow,94.25.169.3,yes,1,Pilot 2,RU-RU
Russian,5869296555,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 10:23:50,2020-12-24 10:23:17,False,cf_internal,0.9278000000000001,46231944,RUS,,,5.8.39.67,yes,0,Pilot 2,RU-RU
Russian,5869317554,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 10:30:05,2020-12-24 10:29:58,False,cf_internal,0.9723,46305271,RUS,66.0,Saint Petersburg,5.16.117.228,yes,1,Pilot 2,RU-RU
Russian,5869343487,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 10:37:59,2020-12-24 10:37:06,False,cf_internal,0.9578000000000001,45671901,RUS,53.0,Novosibirsk,178.49.119.182,yes,1,Pilot 2,RU-RU
Russian,5869408470,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 10:57:40,2020-12-24 10:57:22,False,cf_internal,0.94,45675659,RUS,86.0,Voronezh,95.32.91.48,yes,0,Pilot 2,RU-RU
Russian,5869513068,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 11:28:55,2020-12-24 11:28:09,False,cf_internal,0.9733,46212393,RUS,80.0,Izhevsk,94.181.105.153,yes,1,Pilot 2,RU-RU
Russian,5869518902,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 11:30:42,2020-12-24 11:29:26,False,cf_internal,0.9734,46305330,RUS,41.0,Kursk,46.72.187.184,yes,1,Pilot 2,RU-RU
Russian,5869562930,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 11:45:59,2020-12-24 11:45:53,False,cf_internal,0.9061,45846719,RUS,,,81.177.142.189,yes,1,Pilot 2,RU-RU
Russian,5869609274,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 12:14:33,2020-12-24 12:13:07,False,cf_internal,0.961,45845148,RUS,71.0,Yekaterinburg,217.114.234.82,yes,0,Pilot 2,RU-RU
Russian,5869629835,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 12:27:51,2020-12-24 12:27:43,False,cf_internal,0.9731000000000001,46305390,RUS,48.0,Moscow,188.123.230.229,yes,1,Pilot 2,RU-RU
Russian,5869638304,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 12:33:26,2020-12-24 12:32:39,False,cf_internal,0.9731000000000001,46305395,RUS,23.0,Kaliningrad,95.221.27.22,yes,1,Pilot 2,RU-RU
Russian,5869643316,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 12:36:41,2020-12-24 12:35:58,False,cf_internal,0.9623,46240629,RUS,48.0,Moscow,193.42.108.86,yes,0,Pilot 2,RU-RU
Russian,5869646504,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 12:38:52,2020-12-24 12:37:47,False,cf_internal,0.9587,46305403,RUS,66.0,Saint Petersburg,5.19.3.88,yes,1,Pilot 2,RU-RU
Russian,5869650369,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 12:41:20,2020-12-24 12:39:49,False,cf_internal,0.9737,46305406,RUS,41.0,Kursk,176.194.217.40,yes,1,Pilot 2,RU-RU
Russian,5869765768,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 13:57:36,2020-12-24 13:55:39,False,cf_internal,0.9744,46305470,RUS,61.0,Rostov-na-donu,109.165.45.10,yes,1,Pilot 2,RU-RU
Russian,5869780476,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 14:12:50,2020-12-24 14:12:12,False,cf_internal,0.9752000000000001,46160577,RUS,71.0,Yekaterinburg,213.191.12.103,yes,1,Pilot 2,RU-RU
Russian,5869781739,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 14:15:45,2020-12-24 14:15:37,False,cf_internal,0.9556,46305486,RUS,66.0,Saint Petersburg,94.25.229.186,yes,1,Pilot 2,RU-RU
Russian,5869783102,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 14:18:37,2020-12-24 14:18:29,False,cf_internal,0.9642000000000001,46305489,RUS,71.0,Yekaterinburg,213.87.250.127,yes,0,Pilot 2,RU-RU
Russian,5869784701,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 14:22:13,2020-12-24 14:20:30,False,cf_internal,0.9756,46305500,RUS,,,85.209.1.9,yes,1,Pilot 2,RU-RU
Russian,5869792817,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 14:41:28,2020-12-24 14:41:20,False,cf_internal,0.9239,46305520,RUS,81.0,Ulyanovsk,176.116.137.158,yes,0,Pilot 2,RU-RU
Russian,5869808671,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 15:19:21,2020-12-24 15:17:55,False,cf_internal,0.975,45765475,RUS,31.0,Sorsk,2.61.167.66,yes,1,Pilot 2,RU-RU
Russian,5869812835,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 15:31:26,2020-12-24 15:30:30,False,cf_internal,0.9485,46305569,RUS,55.0,Orenburg,176.28.65.13,yes,0,Pilot 2,RU-RU
Russian,5869816918,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 15:43:43,2020-12-24 15:42:50,False,cf_internal,0.9749000000000001,46305586,RUS,28.0,Petrozavodsk,94.143.240.244,yes,1,Pilot 2,RU-RU
Russian,5869820381,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 15:51:19,2020-12-24 15:51:11,False,cf_internal,0.9571000000000001,45690953,RUS,34.0,Pechora,78.81.152.40,yes,1,Pilot 2,RU-RU
Russian,5869821779,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 15:55:34,2020-12-24 15:53:59,False,cf_internal,0.9590000000000001,45677397,RUS,48.0,Moscow,46.39.45.197,yes,1,Pilot 2,RU-RU
Russian,5869845134,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 16:56:56,2020-12-24 16:56:22,False,cf_internal,0.916,46082905,RUS,62.0,Ryazan,37.203.204.140,yes,0,Pilot 2,RU-RU
Russian,5869845522,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 16:58:03,2020-12-24 16:57:56,False,cf_internal,0.9490000000000001,46305647,RUS,,,81.177.174.225,yes,0,Pilot 2,RU-RU
Russian,5869867843,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 17:46:45,2020-12-24 17:46:12,False,cf_internal,0.9499000000000001,46162753,RUS,90.0,Perm,37.79.0.225,yes,0,Pilot 2,RU-RU
Russian,5869869649,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 17:50:53,2020-12-24 17:50:17,False,cf_internal,0.9549000000000001,46305710,RUS,42.0,Tosno,212.116.116.124,yes,1,Pilot 2,RU-RU
Russian,5869870092,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 17:51:47,2020-12-24 17:51:24,False,cf_internal,0.9059,46305708,RUS,,,81.177.142.250,yes,1,Pilot 2,RU-RU
Russian,5869881646,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 18:20:18,2020-12-24 18:19:44,False,cf_internal,0.9496,46305727,RUS,,,147.78.66.182,yes,0,Pilot 2,RU-RU
Russian,5869887131,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 18:33:48,2020-12-24 18:33:23,False,cf_internal,0.9156000000000001,46305740,RUS,66.0,Saint Petersburg,37.153.43.249,yes,1,Pilot 2,RU-RU
Russian,5869887765,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 18:35:23,2020-12-24 18:34:52,False,cf_internal,0.9551000000000001,46305743,RUS,29.0,Kemerovo,46.181.90.102,yes,1,Pilot 2,RU-RU
Russian,5869890667,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 18:42:06,2020-12-24 18:41:39,False,cf_internal,0.9342,46305748,RUS,,,185.189.13.198,yes,0,Pilot 2,RU-RU
Russian,5869892263,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 18:45:58,2020-12-24 18:45:20,False,cf_internal,0.97,46305753,RUS,,,81.177.166.153,yes,1,Pilot 2,RU-RU
Russian,5869900462,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 19:05:33,2020-12-24 19:05:25,False,cf_internal,0.9705,45740983,RUS,9.0,Belgorod,217.107.194.14,yes,1,Pilot 2,RU-RU
Russian,5869903884,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 19:14:26,2020-12-24 19:12:44,False,cf_internal,0.95,46243499,RUS,73.0,Kazan,176.59.99.161,yes,0,Pilot 2,RU-RU
Russian,5869905516,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 19:19:15,2020-12-24 19:18:40,False,cf_internal,0.9460000000000001,46278509,RUS,67.0,Saratov,89.178.115.90,yes,0,Pilot 2,RU-RU
Russian,5869912154,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 19:42:19,2020-12-24 19:41:56,False,cf_internal,0.9621000000000001,46305792,RUS,8.0,Ufa,37.112.20.202,yes,0,Pilot 2,RU-RU
Russian,5869914941,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 19:54:09,2020-12-24 19:53:25,False,cf_internal,0.9627,46305803,RUS,48.0,Moscow,185.195.25.99,yes,0,Pilot 2,RU-RU
Russian,5869919854,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-24 20:15:35,2020-12-24 20:14:53,False,cf_internal,0.9705,46142380,RUS,48.0,Moscow,109.252.130.179,yes,1,Pilot 2,RU-RU
Russian,5870015711,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-25 02:09:45,2020-12-25 02:08:18,False,cf_internal,0.9709000000000001,46306013,RUS,71.0,Verkhnyaya Salda,46.165.5.62,yes,1,Pilot 2,RU-RU
Russian,5870040219,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-25 04:37:47,2020-12-25 04:37:39,False,cf_internal,0.9313,46240400,RUS,8.0,Ufa,46.191.140.221,yes,0,Pilot 2,RU-RU
Russian,5870045402,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-25 05:15:25,2020-12-25 05:15:20,False,cf_internal,0.9359000000000001,46306108,RUS,,,185.210.143.127,yes,0,Pilot 2,RU-RU
Russian,5870051618,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-25 05:56:37,2020-12-25 05:56:04,False,cf_internal,0.9436,46262584,RUS,,,194.58.71.208,yes,1,Pilot 2,RU-RU
Russian,5870056475,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-25 06:24:33,2020-12-25 06:23:39,False,cf_internal,0.9028,46306149,RUS,48.0,Moscow,83.174.226.134,yes,0,Pilot 2,RU-RU
Russian,5870059300,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-25 06:42:46,2020-12-25 06:41:45,False,cf_internal,0.9527,46306165,RUS,33.0,Kirov,85.93.60.3,yes,0,Pilot 2,RU-RU
Russian,5870060164,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-25 06:48:04,2020-12-25 06:47:45,False,cf_internal,0.9332,46306169,RUS,,,81.177.167.237,yes,0,Pilot 2,RU-RU
Russian,5870060530,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-25 06:50:25,2020-12-25 06:50:11,False,cf_internal,0.9588000000000001,46306171,RUS,48.0,Moscow,46.39.55.164,yes,1,Pilot 2,RU-RU
Russian,5870062023,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-25 06:58:45,2020-12-25 06:58:39,False,cf_internal,0.9453,46306178,RUS,,,147.78.67.72,yes,1,Pilot 2,RU-RU
Russian,5870064104,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-25 07:09:44,2020-12-25 07:08:36,False,cf_internal,0.9682000000000001,45840322,RUS,3.0,Elekmonar,176.50.211.102,yes,1,Pilot 2,RU-RU
Russian,5870065916,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-25 07:19:30,2020-12-25 07:19:10,False,cf_internal,0.9685,46157868,RUS,,,95.213.193.233,yes,1,Pilot 2,RU-RU
Russian,5870069963,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-25 07:40:45,2020-12-25 07:40:32,False,cf_internal,0.9529000000000001,46306202,RUS,,,81.177.142.238,yes,0,Pilot 2,RU-RU
Russian,5870080049,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-25 08:06:05,2020-12-25 08:04:59,False,cf_internal,0.9534,46306220,RUS,51.0,Nizhniy Novgorod,5.166.204.21,yes,0,Pilot 2,RU-RU
Russian,5870082550,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-25 08:09:49,2020-12-25 08:09:43,False,cf_internal,0.9402,45828345,RUS,48.0,Moscow,79.135.238.252,yes,0,Pilot 2,RU-RU
Russian,5870084417,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-25 08:12:32,2020-12-25 08:11:57,False,cf_internal,0.9682000000000001,45671928,RUS,49.0,Murmansk,78.37.41.13,yes,1,Pilot 2,RU-RU
Russian,5870129942,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-25 08:59:17,2020-12-25 08:57:45,False,cf_internal,0.9686,46306278,RUS,13.0,Chelyabinsk,77.222.106.118,yes,1,Pilot 2,RU-RU
Russian,5870150375,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-25 09:16:47,2020-12-25 09:15:44,False,cf_internal,0.9539000000000001,46306288,RUS,72.0,Tambov,185.140.161.60,yes,0,Pilot 2,RU-RU
Russian,5870189518,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-25 09:48:42,2020-12-25 09:48:35,False,cf_internal,0.9102,46306228,RUS,,,81.177.175.109,yes,0,Pilot 2,RU-RU
Russian,5870195247,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-25 09:53:21,2020-12-25 09:52:53,False,cf_internal,0.9549000000000001,46306324,RUS,25.0,Obninsk,77.244.65.20,yes,0,Pilot 2,RU-RU
Russian,5870200239,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-25 09:57:21,2020-12-25 09:55:52,False,cf_internal,0.9468000000000001,46306326,RUS,66.0,Saint Petersburg,93.185.28.17,yes,0,Pilot 2,RU-RU
Russian,5870234381,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-25 10:25:09,2020-12-25 10:23:14,False,cf_internal,0.9549000000000001,46306350,RUS,8.0,Neftekamsk,178.129.89.74,yes,0,Pilot 2,RU-RU
Russian,5870272226,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-25 10:55:49,2020-12-25 10:54:51,False,cf_internal,0.9307000000000001,46306370,RUS,,,81.176.228.163,yes,0,Pilot 2,RU-RU
Russian,5870307509,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-25 11:23:34,2020-12-25 11:22:25,False,cf_internal,0.9669000000000001,45677438,RUS,38.0,Krasnodar,178.176.218.108,yes,1,Pilot 2,RU-RU
Russian,5870309200,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-25 11:30:40,2020-12-25 11:30:12,False,cf_internal,0.9558000000000001,45697840,RUS,71.0,Yekaterinburg,83.169.216.58,yes,0,Pilot 2,RU-RU
Russian,5870309322,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-25 11:31:16,2020-12-25 11:30:49,False,cf_internal,0.9632000000000001,46306401,RUS,8.0,Ufa,37.112.20.75,yes,0,Pilot 2,RU-RU
Russian,5870313046,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-25 11:50:15,2020-12-25 11:49:27,False,cf_internal,0.9668,46306416,RUS,,,147.78.65.100,yes,1,Pilot 2,RU-RU
Russian,5870315371,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-25 12:01:34,2020-12-25 12:01:28,False,cf_internal,0.9674,46305464,RUS,48.0,Moscow,188.32.12.36,yes,1,Pilot 2,RU-RU
Russian,5870316378,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-25 12:06:41,2020-12-25 12:05:35,False,cf_internal,0.8908,46306436,RUS,72.0,Tambov,78.132.236.53,yes,0,Pilot 2,RU-RU
Russian,5870318456,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-25 12:16:32,2020-12-25 12:15:50,False,cf_internal,0.9562,46306446,RUS,72.0,Tambov,185.140.160.205,yes,0,Pilot 2,RU-RU
Russian,5870348838,no,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-25 12:54:05,2020-12-25 12:52:56,False,cf_internal,0.9378000000000001,46306482,RUS,72.0,Tambov,91.219.101.96,yes,0,Pilot 2,RU-RU
Russian,5870361161,yes,science,technical,science,technical,easy,unfamiliar,1,Exact Match,вещество,substance,материя,material,2915682027,2020-12-25 13:42:46,2020-12-25 13:41:01,False,cf_internal,0.9662000000000001,46306535,RUS,12.0,Groznyy,188.0.169.123,yes,1,Pilot 2,RU-RU
