Language,_id,question_no_1,question_no_2,question_no_3,question_no_4,question_no_5,changes,complexity,familiarity,link,passage,question_1,question_1_choice_1,question_1_choice_2,question_1_choice_3,question_1_difficulty,question_1_google_translate_error,question_1_relevant_portion_of_passage_if_applicable,question_2,question_2_choice_1,question_2_choice_2,question_2_choice_3,question_2_difficulty,question_2_google_translate_error,question_2_relevant_portion_of_passage_if_applicable,question_3,question_3_choice_1,question_3_choice_2,question_3_choice_3,question_3_difficulty,question_3_google_translate_error,question_3_relevant_portion_of_passage_if_applicable,question_4,question_4_choice_1,question_4_choice_2,question_4_choice_3,question_4_difficulty,question_4_google_translate_error,question_4_relevant_portion_of_passage_if_applicable,question_5,question_5_choice_1,question_5_choice_2,question_5_choice_3,question_5_difficulty,question_5_google_translate_error,question_5_relevant_portion_of_passage_if_applicable,register,test_,text_type,title,topic,_unit_id,_created_at,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,Answer_no_1,Answer_no_2,Answer_no_3,Answer_no_4,Answer_no_5,Score,Question 1 Skill tested,Question 2 Skill tested,Question 3 Skill tested,Question 4 Skill tested,Question 5 Skill tested,Grouping,Market
Turkish,5902416310,b,c,c,,,"verb conjugation has been changed to fit the register ""yeterli olacaktır"" -> ""yeterli"".",straightforward,familiar,https://www.kronotrop.com.tr/tr/online-magaza/kahveler/kahve-aboneligi,"Kahveleri hafta başında kavurup çarşamba günü kargoya veriyoruz.

Üyelik sayesinde; her seferinde sipariş vermekle uğraşmadan, kart numarası veya IBAN aramadan taze kavrulmuş kahveniz kapınıza geliyor, üstelik ücretsiz kargo kazanmış oluyorsunuz.

Süre uzadıkça değil, ağırlık arttırdıkça indiriminiz de artıyor. 500 g seçeneğinde bir kahve paketiniz 69 TL'ye; 750 g 66 TL'ye; 1 kg seçeneğinde ise 63 TL'ye düşüyor. Sonuç olarak indirim ve cabası ücretsiz kargo ile taze kavrulmuş kahveniz istediğiniz zaman kapınızda.

Eğer üyelik seçeneklerinizi (teslimat adresi, sevkiyat planı, kahve seçimi) değiştirmek isterseniz, hesabınızdan ilgili değişikliği yapmanız yeterli. Böylece elinizde hala kahveniz varsa önümüzdeki haftanın sevkiyatını bir sonraki haftaya atabilir ya da tam tersi durumda erkene çekebilirsiniz. Ruanda'dan sıkıldıysanız, Etiyopya'ya geçebilir ya da ""sürpriz""i seçerek, kahve seçimini bize bırakabilirsiniz.

Şimdiden afiyet olsun.
",Bu kahve aboneliğine hangi hizmet dahildir?,Sürpriz hediye.,Ücretsiz kargo.,500 g hediye kahve.,easy,no,,Abonelik seçeneklerinden hangisinde değişiklik yapılamaz?,Sevkiyat zamanı.,Kahve çekirdeğinin türü.,Kavrulma zamanı.,medium,no,Kahveleri hafta başında kavurup çarşamba günü kargoya veriyoruz.,Aşağıdakilerden hangisi bu aboneliğin avantajlı olmasının nedenlerinden biridir?,Kişinin kendine uygun ödeme şeklini seçebilmesi.,Kişinin uzun süreli abonelikte kahveyi daha uyguna alabilmesi.,Kişinin büyük miktarda kahve alıp istediği sürede tüketebilmesi.,hard,yes,,,,,,,,,,,,,,,,neutral,4,product description,Kahve Aboneliği,Shopping,2936097489,2021-01-21 01:22:08,2021-01-21 01:18:31,False,cf_internal,0.9614,45488822,TUR,35.0,Izmir,212.133.237.74,b,c,c,x,,3,initial understanding: finding key details,initial understanding: finding key details,synthesis and decision-making,0,,3A,TR-TR
Turkish,5902418465,b,c,c,,,"verb conjugation has been changed to fit the register ""yeterli olacaktır"" -> ""yeterli"".",straightforward,familiar,https://www.kronotrop.com.tr/tr/online-magaza/kahveler/kahve-aboneligi,"Kahveleri hafta başında kavurup çarşamba günü kargoya veriyoruz.

Üyelik sayesinde; her seferinde sipariş vermekle uğraşmadan, kart numarası veya IBAN aramadan taze kavrulmuş kahveniz kapınıza geliyor, üstelik ücretsiz kargo kazanmış oluyorsunuz.

Süre uzadıkça değil, ağırlık arttırdıkça indiriminiz de artıyor. 500 g seçeneğinde bir kahve paketiniz 69 TL'ye; 750 g 66 TL'ye; 1 kg seçeneğinde ise 63 TL'ye düşüyor. Sonuç olarak indirim ve cabası ücretsiz kargo ile taze kavrulmuş kahveniz istediğiniz zaman kapınızda.

Eğer üyelik seçeneklerinizi (teslimat adresi, sevkiyat planı, kahve seçimi) değiştirmek isterseniz, hesabınızdan ilgili değişikliği yapmanız yeterli. Böylece elinizde hala kahveniz varsa önümüzdeki haftanın sevkiyatını bir sonraki haftaya atabilir ya da tam tersi durumda erkene çekebilirsiniz. Ruanda'dan sıkıldıysanız, Etiyopya'ya geçebilir ya da ""sürpriz""i seçerek, kahve seçimini bize bırakabilirsiniz.

Şimdiden afiyet olsun.
",Bu kahve aboneliğine hangi hizmet dahildir?,Sürpriz hediye.,Ücretsiz kargo.,500 g hediye kahve.,easy,no,,Abonelik seçeneklerinden hangisinde değişiklik yapılamaz?,Sevkiyat zamanı.,Kahve çekirdeğinin türü.,Kavrulma zamanı.,medium,no,Kahveleri hafta başında kavurup çarşamba günü kargoya veriyoruz.,Aşağıdakilerden hangisi bu aboneliğin avantajlı olmasının nedenlerinden biridir?,Kişinin kendine uygun ödeme şeklini seçebilmesi.,Kişinin uzun süreli abonelikte kahveyi daha uyguna alabilmesi.,Kişinin büyük miktarda kahve alıp istediği sürede tüketebilmesi.,hard,yes,,,,,,,,,,,,,,,,neutral,4,product description,Kahve Aboneliği,Shopping,2936097489,2021-01-21 01:26:08,2021-01-21 01:24:39,False,cf_internal,0.9625,45840527,TUR,68.0,Ankara,92.45.175.164,b,c,c,x,,3,initial understanding: finding key details,initial understanding: finding key details,synthesis and decision-making,0,,3A,TR-TR
Turkish,5902424557,b,c,c,,,"verb conjugation has been changed to fit the register ""yeterli olacaktır"" -> ""yeterli"".",straightforward,familiar,https://www.kronotrop.com.tr/tr/online-magaza/kahveler/kahve-aboneligi,"Kahveleri hafta başında kavurup çarşamba günü kargoya veriyoruz.

Üyelik sayesinde; her seferinde sipariş vermekle uğraşmadan, kart numarası veya IBAN aramadan taze kavrulmuş kahveniz kapınıza geliyor, üstelik ücretsiz kargo kazanmış oluyorsunuz.

Süre uzadıkça değil, ağırlık arttırdıkça indiriminiz de artıyor. 500 g seçeneğinde bir kahve paketiniz 69 TL'ye; 750 g 66 TL'ye; 1 kg seçeneğinde ise 63 TL'ye düşüyor. Sonuç olarak indirim ve cabası ücretsiz kargo ile taze kavrulmuş kahveniz istediğiniz zaman kapınızda.

Eğer üyelik seçeneklerinizi (teslimat adresi, sevkiyat planı, kahve seçimi) değiştirmek isterseniz, hesabınızdan ilgili değişikliği yapmanız yeterli. Böylece elinizde hala kahveniz varsa önümüzdeki haftanın sevkiyatını bir sonraki haftaya atabilir ya da tam tersi durumda erkene çekebilirsiniz. Ruanda'dan sıkıldıysanız, Etiyopya'ya geçebilir ya da ""sürpriz""i seçerek, kahve seçimini bize bırakabilirsiniz.

Şimdiden afiyet olsun.
",Bu kahve aboneliğine hangi hizmet dahildir?,Sürpriz hediye.,Ücretsiz kargo.,500 g hediye kahve.,easy,no,,Abonelik seçeneklerinden hangisinde değişiklik yapılamaz?,Sevkiyat zamanı.,Kahve çekirdeğinin türü.,Kavrulma zamanı.,medium,no,Kahveleri hafta başında kavurup çarşamba günü kargoya veriyoruz.,Aşağıdakilerden hangisi bu aboneliğin avantajlı olmasının nedenlerinden biridir?,Kişinin kendine uygun ödeme şeklini seçebilmesi.,Kişinin uzun süreli abonelikte kahveyi daha uyguna alabilmesi.,Kişinin büyük miktarda kahve alıp istediği sürede tüketebilmesi.,hard,yes,,,,,,,,,,,,,,,,neutral,4,product description,Kahve Aboneliği,Shopping,2936097489,2021-01-21 01:34:36,2021-01-21 01:29:41,False,cf_internal,0.9311,46272333,TUR,68.0,Ankara,94.54.18.90,b,c,c,x,,3,initial understanding: finding key details,initial understanding: finding key details,synthesis and decision-making,0,,3A,TR-TR
Turkish,5902455459,b,c,c,,,"verb conjugation has been changed to fit the register ""yeterli olacaktır"" -> ""yeterli"".",straightforward,familiar,https://www.kronotrop.com.tr/tr/online-magaza/kahveler/kahve-aboneligi,"Kahveleri hafta başında kavurup çarşamba günü kargoya veriyoruz.

Üyelik sayesinde; her seferinde sipariş vermekle uğraşmadan, kart numarası veya IBAN aramadan taze kavrulmuş kahveniz kapınıza geliyor, üstelik ücretsiz kargo kazanmış oluyorsunuz.

Süre uzadıkça değil, ağırlık arttırdıkça indiriminiz de artıyor. 500 g seçeneğinde bir kahve paketiniz 69 TL'ye; 750 g 66 TL'ye; 1 kg seçeneğinde ise 63 TL'ye düşüyor. Sonuç olarak indirim ve cabası ücretsiz kargo ile taze kavrulmuş kahveniz istediğiniz zaman kapınızda.

Eğer üyelik seçeneklerinizi (teslimat adresi, sevkiyat planı, kahve seçimi) değiştirmek isterseniz, hesabınızdan ilgili değişikliği yapmanız yeterli. Böylece elinizde hala kahveniz varsa önümüzdeki haftanın sevkiyatını bir sonraki haftaya atabilir ya da tam tersi durumda erkene çekebilirsiniz. Ruanda'dan sıkıldıysanız, Etiyopya'ya geçebilir ya da ""sürpriz""i seçerek, kahve seçimini bize bırakabilirsiniz.

Şimdiden afiyet olsun.
",Bu kahve aboneliğine hangi hizmet dahildir?,Sürpriz hediye.,Ücretsiz kargo.,500 g hediye kahve.,easy,no,,Abonelik seçeneklerinden hangisinde değişiklik yapılamaz?,Sevkiyat zamanı.,Kahve çekirdeğinin türü.,Kavrulma zamanı.,medium,no,Kahveleri hafta başında kavurup çarşamba günü kargoya veriyoruz.,Aşağıdakilerden hangisi bu aboneliğin avantajlı olmasının nedenlerinden biridir?,Kişinin kendine uygun ödeme şeklini seçebilmesi.,Kişinin uzun süreli abonelikte kahveyi daha uyguna alabilmesi.,Kişinin büyük miktarda kahve alıp istediği sürede tüketebilmesi.,hard,yes,,,,,,,,,,,,,,,,neutral,4,product description,Kahve Aboneliği,Shopping,2936097489,2021-01-21 02:05:20,2021-01-21 01:59:49,False,cf_internal,0.9643,46347729,TUR,34.0,Istanbul,188.119.40.17,b,c,c,x,,3,initial understanding: finding key details,initial understanding: finding key details,synthesis and decision-making,0,,3A,TR-TR
Turkish,5902518091,b,c,c,,,"verb conjugation has been changed to fit the register ""yeterli olacaktır"" -> ""yeterli"".",straightforward,familiar,https://www.kronotrop.com.tr/tr/online-magaza/kahveler/kahve-aboneligi,"Kahveleri hafta başında kavurup çarşamba günü kargoya veriyoruz.

Üyelik sayesinde; her seferinde sipariş vermekle uğraşmadan, kart numarası veya IBAN aramadan taze kavrulmuş kahveniz kapınıza geliyor, üstelik ücretsiz kargo kazanmış oluyorsunuz.

Süre uzadıkça değil, ağırlık arttırdıkça indiriminiz de artıyor. 500 g seçeneğinde bir kahve paketiniz 69 TL'ye; 750 g 66 TL'ye; 1 kg seçeneğinde ise 63 TL'ye düşüyor. Sonuç olarak indirim ve cabası ücretsiz kargo ile taze kavrulmuş kahveniz istediğiniz zaman kapınızda.

Eğer üyelik seçeneklerinizi (teslimat adresi, sevkiyat planı, kahve seçimi) değiştirmek isterseniz, hesabınızdan ilgili değişikliği yapmanız yeterli. Böylece elinizde hala kahveniz varsa önümüzdeki haftanın sevkiyatını bir sonraki haftaya atabilir ya da tam tersi durumda erkene çekebilirsiniz. Ruanda'dan sıkıldıysanız, Etiyopya'ya geçebilir ya da ""sürpriz""i seçerek, kahve seçimini bize bırakabilirsiniz.

Şimdiden afiyet olsun.
",Bu kahve aboneliğine hangi hizmet dahildir?,Sürpriz hediye.,Ücretsiz kargo.,500 g hediye kahve.,easy,no,,Abonelik seçeneklerinden hangisinde değişiklik yapılamaz?,Sevkiyat zamanı.,Kahve çekirdeğinin türü.,Kavrulma zamanı.,medium,no,Kahveleri hafta başında kavurup çarşamba günü kargoya veriyoruz.,Aşağıdakilerden hangisi bu aboneliğin avantajlı olmasının nedenlerinden biridir?,Kişinin kendine uygun ödeme şeklini seçebilmesi.,Kişinin uzun süreli abonelikte kahveyi daha uyguna alabilmesi.,Kişinin büyük miktarda kahve alıp istediği sürede tüketebilmesi.,hard,yes,,,,,,,,,,,,,,,,neutral,4,product description,Kahve Aboneliği,Shopping,2936097489,2021-01-21 03:20:16,2021-01-21 03:16:52,False,cf_internal,0.9667,45815714,TUR,,,85.100.238.75,b,c,c,x,,3,initial understanding: finding key details,initial understanding: finding key details,synthesis and decision-making,0,,3A,TR-TR
Turkish,5902582884,b,c,c,,,"verb conjugation has been changed to fit the register ""yeterli olacaktır"" -> ""yeterli"".",straightforward,familiar,https://www.kronotrop.com.tr/tr/online-magaza/kahveler/kahve-aboneligi,"Kahveleri hafta başında kavurup çarşamba günü kargoya veriyoruz.

Üyelik sayesinde; her seferinde sipariş vermekle uğraşmadan, kart numarası veya IBAN aramadan taze kavrulmuş kahveniz kapınıza geliyor, üstelik ücretsiz kargo kazanmış oluyorsunuz.

Süre uzadıkça değil, ağırlık arttırdıkça indiriminiz de artıyor. 500 g seçeneğinde bir kahve paketiniz 69 TL'ye; 750 g 66 TL'ye; 1 kg seçeneğinde ise 63 TL'ye düşüyor. Sonuç olarak indirim ve cabası ücretsiz kargo ile taze kavrulmuş kahveniz istediğiniz zaman kapınızda.

Eğer üyelik seçeneklerinizi (teslimat adresi, sevkiyat planı, kahve seçimi) değiştirmek isterseniz, hesabınızdan ilgili değişikliği yapmanız yeterli. Böylece elinizde hala kahveniz varsa önümüzdeki haftanın sevkiyatını bir sonraki haftaya atabilir ya da tam tersi durumda erkene çekebilirsiniz. Ruanda'dan sıkıldıysanız, Etiyopya'ya geçebilir ya da ""sürpriz""i seçerek, kahve seçimini bize bırakabilirsiniz.

Şimdiden afiyet olsun.
",Bu kahve aboneliğine hangi hizmet dahildir?,Sürpriz hediye.,Ücretsiz kargo.,500 g hediye kahve.,easy,no,,Abonelik seçeneklerinden hangisinde değişiklik yapılamaz?,Sevkiyat zamanı.,Kahve çekirdeğinin türü.,Kavrulma zamanı.,medium,no,Kahveleri hafta başında kavurup çarşamba günü kargoya veriyoruz.,Aşağıdakilerden hangisi bu aboneliğin avantajlı olmasının nedenlerinden biridir?,Kişinin kendine uygun ödeme şeklini seçebilmesi.,Kişinin uzun süreli abonelikte kahveyi daha uyguna alabilmesi.,Kişinin büyük miktarda kahve alıp istediği sürede tüketebilmesi.,hard,yes,,,,,,,,,,,,,,,,neutral,4,product description,Kahve Aboneliği,Shopping,2936097489,2021-01-21 05:17:01,2021-01-21 05:15:04,False,cf_internal,0.9688,45488830,TUR,68.0,Ankara,188.119.20.207,b,c,c,x,,3,initial understanding: finding key details,initial understanding: finding key details,synthesis and decision-making,0,,3A,TR-TR
Turkish,5902601159,b,c,b,,,"verb conjugation has been changed to fit the register ""yeterli olacaktır"" -> ""yeterli"".",straightforward,familiar,https://www.kronotrop.com.tr/tr/online-magaza/kahveler/kahve-aboneligi,"Kahveleri hafta başında kavurup çarşamba günü kargoya veriyoruz.

Üyelik sayesinde; her seferinde sipariş vermekle uğraşmadan, kart numarası veya IBAN aramadan taze kavrulmuş kahveniz kapınıza geliyor, üstelik ücretsiz kargo kazanmış oluyorsunuz.

Süre uzadıkça değil, ağırlık arttırdıkça indiriminiz de artıyor. 500 g seçeneğinde bir kahve paketiniz 69 TL'ye; 750 g 66 TL'ye; 1 kg seçeneğinde ise 63 TL'ye düşüyor. Sonuç olarak indirim ve cabası ücretsiz kargo ile taze kavrulmuş kahveniz istediğiniz zaman kapınızda.

Eğer üyelik seçeneklerinizi (teslimat adresi, sevkiyat planı, kahve seçimi) değiştirmek isterseniz, hesabınızdan ilgili değişikliği yapmanız yeterli. Böylece elinizde hala kahveniz varsa önümüzdeki haftanın sevkiyatını bir sonraki haftaya atabilir ya da tam tersi durumda erkene çekebilirsiniz. Ruanda'dan sıkıldıysanız, Etiyopya'ya geçebilir ya da ""sürpriz""i seçerek, kahve seçimini bize bırakabilirsiniz.

Şimdiden afiyet olsun.
",Bu kahve aboneliğine hangi hizmet dahildir?,Sürpriz hediye.,Ücretsiz kargo.,500 g hediye kahve.,easy,no,,Abonelik seçeneklerinden hangisinde değişiklik yapılamaz?,Sevkiyat zamanı.,Kahve çekirdeğinin türü.,Kavrulma zamanı.,medium,no,Kahveleri hafta başında kavurup çarşamba günü kargoya veriyoruz.,Aşağıdakilerden hangisi bu aboneliğin avantajlı olmasının nedenlerinden biridir?,Kişinin kendine uygun ödeme şeklini seçebilmesi.,Kişinin uzun süreli abonelikte kahveyi daha uyguna alabilmesi.,Kişinin büyük miktarda kahve alıp istediği sürede tüketebilmesi.,hard,yes,,,,,,,,,,,,,,,,neutral,4,product description,Kahve Aboneliği,Shopping,2936097489,2021-01-21 05:42:42,2021-01-21 05:40:46,False,cf_internal,0.8912,45844921,TUR,68.0,Ankara,144.122.189.48,b,c,c,x,,2,initial understanding: finding key details,initial understanding: finding key details,synthesis and decision-making,0,,3A,TR-TR
Turkish,5902606590,b,c,c,,,"verb conjugation has been changed to fit the register ""yeterli olacaktır"" -> ""yeterli"".",straightforward,familiar,https://www.kronotrop.com.tr/tr/online-magaza/kahveler/kahve-aboneligi,"Kahveleri hafta başında kavurup çarşamba günü kargoya veriyoruz.

Üyelik sayesinde; her seferinde sipariş vermekle uğraşmadan, kart numarası veya IBAN aramadan taze kavrulmuş kahveniz kapınıza geliyor, üstelik ücretsiz kargo kazanmış oluyorsunuz.

Süre uzadıkça değil, ağırlık arttırdıkça indiriminiz de artıyor. 500 g seçeneğinde bir kahve paketiniz 69 TL'ye; 750 g 66 TL'ye; 1 kg seçeneğinde ise 63 TL'ye düşüyor. Sonuç olarak indirim ve cabası ücretsiz kargo ile taze kavrulmuş kahveniz istediğiniz zaman kapınızda.

Eğer üyelik seçeneklerinizi (teslimat adresi, sevkiyat planı, kahve seçimi) değiştirmek isterseniz, hesabınızdan ilgili değişikliği yapmanız yeterli. Böylece elinizde hala kahveniz varsa önümüzdeki haftanın sevkiyatını bir sonraki haftaya atabilir ya da tam tersi durumda erkene çekebilirsiniz. Ruanda'dan sıkıldıysanız, Etiyopya'ya geçebilir ya da ""sürpriz""i seçerek, kahve seçimini bize bırakabilirsiniz.

Şimdiden afiyet olsun.
",Bu kahve aboneliğine hangi hizmet dahildir?,Sürpriz hediye.,Ücretsiz kargo.,500 g hediye kahve.,easy,no,,Abonelik seçeneklerinden hangisinde değişiklik yapılamaz?,Sevkiyat zamanı.,Kahve çekirdeğinin türü.,Kavrulma zamanı.,medium,no,Kahveleri hafta başında kavurup çarşamba günü kargoya veriyoruz.,Aşağıdakilerden hangisi bu aboneliğin avantajlı olmasının nedenlerinden biridir?,Kişinin kendine uygun ödeme şeklini seçebilmesi.,Kişinin uzun süreli abonelikte kahveyi daha uyguna alabilmesi.,Kişinin büyük miktarda kahve alıp istediği sürede tüketebilmesi.,hard,yes,,,,,,,,,,,,,,,,neutral,4,product description,Kahve Aboneliği,Shopping,2936097489,2021-01-21 05:52:17,2021-01-21 05:48:36,False,cf_internal,0.9667,46197651,TUR,34.0,Istanbul,24.133.124.109,b,c,c,x,,3,initial understanding: finding key details,initial understanding: finding key details,synthesis and decision-making,0,,3A,TR-TR
Turkish,5902618120,b,c,c,,,"verb conjugation has been changed to fit the register ""yeterli olacaktır"" -> ""yeterli"".",straightforward,familiar,https://www.kronotrop.com.tr/tr/online-magaza/kahveler/kahve-aboneligi,"Kahveleri hafta başında kavurup çarşamba günü kargoya veriyoruz.

Üyelik sayesinde; her seferinde sipariş vermekle uğraşmadan, kart numarası veya IBAN aramadan taze kavrulmuş kahveniz kapınıza geliyor, üstelik ücretsiz kargo kazanmış oluyorsunuz.

Süre uzadıkça değil, ağırlık arttırdıkça indiriminiz de artıyor. 500 g seçeneğinde bir kahve paketiniz 69 TL'ye; 750 g 66 TL'ye; 1 kg seçeneğinde ise 63 TL'ye düşüyor. Sonuç olarak indirim ve cabası ücretsiz kargo ile taze kavrulmuş kahveniz istediğiniz zaman kapınızda.

Eğer üyelik seçeneklerinizi (teslimat adresi, sevkiyat planı, kahve seçimi) değiştirmek isterseniz, hesabınızdan ilgili değişikliği yapmanız yeterli. Böylece elinizde hala kahveniz varsa önümüzdeki haftanın sevkiyatını bir sonraki haftaya atabilir ya da tam tersi durumda erkene çekebilirsiniz. Ruanda'dan sıkıldıysanız, Etiyopya'ya geçebilir ya da ""sürpriz""i seçerek, kahve seçimini bize bırakabilirsiniz.

Şimdiden afiyet olsun.
",Bu kahve aboneliğine hangi hizmet dahildir?,Sürpriz hediye.,Ücretsiz kargo.,500 g hediye kahve.,easy,no,,Abonelik seçeneklerinden hangisinde değişiklik yapılamaz?,Sevkiyat zamanı.,Kahve çekirdeğinin türü.,Kavrulma zamanı.,medium,no,Kahveleri hafta başında kavurup çarşamba günü kargoya veriyoruz.,Aşağıdakilerden hangisi bu aboneliğin avantajlı olmasının nedenlerinden biridir?,Kişinin kendine uygun ödeme şeklini seçebilmesi.,Kişinin uzun süreli abonelikte kahveyi daha uyguna alabilmesi.,Kişinin büyük miktarda kahve alıp istediği sürede tüketebilmesi.,hard,yes,,,,,,,,,,,,,,,,neutral,4,product description,Kahve Aboneliği,Shopping,2936097489,2021-01-21 06:13:00,2021-01-21 06:10:13,False,cf_internal,0.9257000000000001,46248097,TUR,34.0,Istanbul,176.240.19.195,b,c,c,x,,3,initial understanding: finding key details,initial understanding: finding key details,synthesis and decision-making,0,,3A,TR-TR
Turkish,5902624891,b,c,a,,,"verb conjugation has been changed to fit the register ""yeterli olacaktır"" -> ""yeterli"".",straightforward,familiar,https://www.kronotrop.com.tr/tr/online-magaza/kahveler/kahve-aboneligi,"Kahveleri hafta başında kavurup çarşamba günü kargoya veriyoruz.

Üyelik sayesinde; her seferinde sipariş vermekle uğraşmadan, kart numarası veya IBAN aramadan taze kavrulmuş kahveniz kapınıza geliyor, üstelik ücretsiz kargo kazanmış oluyorsunuz.

Süre uzadıkça değil, ağırlık arttırdıkça indiriminiz de artıyor. 500 g seçeneğinde bir kahve paketiniz 69 TL'ye; 750 g 66 TL'ye; 1 kg seçeneğinde ise 63 TL'ye düşüyor. Sonuç olarak indirim ve cabası ücretsiz kargo ile taze kavrulmuş kahveniz istediğiniz zaman kapınızda.

Eğer üyelik seçeneklerinizi (teslimat adresi, sevkiyat planı, kahve seçimi) değiştirmek isterseniz, hesabınızdan ilgili değişikliği yapmanız yeterli. Böylece elinizde hala kahveniz varsa önümüzdeki haftanın sevkiyatını bir sonraki haftaya atabilir ya da tam tersi durumda erkene çekebilirsiniz. Ruanda'dan sıkıldıysanız, Etiyopya'ya geçebilir ya da ""sürpriz""i seçerek, kahve seçimini bize bırakabilirsiniz.

Şimdiden afiyet olsun.
",Bu kahve aboneliğine hangi hizmet dahildir?,Sürpriz hediye.,Ücretsiz kargo.,500 g hediye kahve.,easy,no,,Abonelik seçeneklerinden hangisinde değişiklik yapılamaz?,Sevkiyat zamanı.,Kahve çekirdeğinin türü.,Kavrulma zamanı.,medium,no,Kahveleri hafta başında kavurup çarşamba günü kargoya veriyoruz.,Aşağıdakilerden hangisi bu aboneliğin avantajlı olmasının nedenlerinden biridir?,Kişinin kendine uygun ödeme şeklini seçebilmesi.,Kişinin uzun süreli abonelikte kahveyi daha uyguna alabilmesi.,Kişinin büyük miktarda kahve alıp istediği sürede tüketebilmesi.,hard,yes,,,,,,,,,,,,,,,,neutral,4,product description,Kahve Aboneliği,Shopping,2936097489,2021-01-21 06:28:46,2021-01-21 06:22:13,False,cf_internal,0.9,45840774,TUR,46.0,Kahramanmaras,31.223.13.13,b,c,c,x,,2,initial understanding: finding key details,initial understanding: finding key details,synthesis and decision-making,0,,3A,TR-TR
Turkish,5902626214,b,c,b,,,"verb conjugation has been changed to fit the register ""yeterli olacaktır"" -> ""yeterli"".",straightforward,familiar,https://www.kronotrop.com.tr/tr/online-magaza/kahveler/kahve-aboneligi,"Kahveleri hafta başında kavurup çarşamba günü kargoya veriyoruz.

Üyelik sayesinde; her seferinde sipariş vermekle uğraşmadan, kart numarası veya IBAN aramadan taze kavrulmuş kahveniz kapınıza geliyor, üstelik ücretsiz kargo kazanmış oluyorsunuz.

Süre uzadıkça değil, ağırlık arttırdıkça indiriminiz de artıyor. 500 g seçeneğinde bir kahve paketiniz 69 TL'ye; 750 g 66 TL'ye; 1 kg seçeneğinde ise 63 TL'ye düşüyor. Sonuç olarak indirim ve cabası ücretsiz kargo ile taze kavrulmuş kahveniz istediğiniz zaman kapınızda.

Eğer üyelik seçeneklerinizi (teslimat adresi, sevkiyat planı, kahve seçimi) değiştirmek isterseniz, hesabınızdan ilgili değişikliği yapmanız yeterli. Böylece elinizde hala kahveniz varsa önümüzdeki haftanın sevkiyatını bir sonraki haftaya atabilir ya da tam tersi durumda erkene çekebilirsiniz. Ruanda'dan sıkıldıysanız, Etiyopya'ya geçebilir ya da ""sürpriz""i seçerek, kahve seçimini bize bırakabilirsiniz.

Şimdiden afiyet olsun.
",Bu kahve aboneliğine hangi hizmet dahildir?,Sürpriz hediye.,Ücretsiz kargo.,500 g hediye kahve.,easy,no,,Abonelik seçeneklerinden hangisinde değişiklik yapılamaz?,Sevkiyat zamanı.,Kahve çekirdeğinin türü.,Kavrulma zamanı.,medium,no,Kahveleri hafta başında kavurup çarşamba günü kargoya veriyoruz.,Aşağıdakilerden hangisi bu aboneliğin avantajlı olmasının nedenlerinden biridir?,Kişinin kendine uygun ödeme şeklini seçebilmesi.,Kişinin uzun süreli abonelikte kahveyi daha uyguna alabilmesi.,Kişinin büyük miktarda kahve alıp istediği sürede tüketebilmesi.,hard,yes,,,,,,,,,,,,,,,,neutral,4,product description,Kahve Aboneliği,Shopping,2936097489,2021-01-21 06:32:04,2021-01-21 06:29:51,False,cf_internal,0.9382,46347953,TUR,61.0,Trabzon,88.243.147.149,b,c,c,x,,2,initial understanding: finding key details,initial understanding: finding key details,synthesis and decision-making,0,,3A,TR-TR
