Language,_id,rater_answer,a_domain,a_register,b_domain,b_register,difficulty,familiarity,question_,section,wordphrase_a,wordphrase_a_translation,wordphrase_b,wordphrase_b_translation,_unit_id,_created_at,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,Answer,Score,Grouping,Market
Turkish,5902438346,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 01:45:39,2021-01-21 01:45:34,False,cf_internal,0.9786,46347729,TUR,34.0,Istanbul,188.119.40.17,yes,1,3A,TR-TR
Turkish,5902500907,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 02:59:19,2021-01-21 02:59:11,False,cf_internal,0.98,45815714,TUR,,,85.100.238.75,yes,1,3A,TR-TR
Turkish,5902572625,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 04:59:49,2021-01-21 04:59:26,False,cf_internal,0.9813000000000001,45488830,TUR,68.0,Ankara,188.119.20.207,yes,1,3A,TR-TR
Turkish,5902585537,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 05:21:35,2021-01-21 05:20:43,False,cf_internal,0.9807,46347953,TUR,61.0,Trabzon,88.243.147.149,yes,1,3A,TR-TR
Turkish,5902586271,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 05:22:56,2021-01-21 05:22:33,False,cf_internal,0.9653,46197651,TUR,34.0,Istanbul,24.133.124.109,yes,1,3A,TR-TR
Turkish,5902586519,no,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 05:23:14,2021-01-21 05:22:23,False,cf_internal,0.9570000000000001,45816270,TUR,34.0,Istanbul,78.190.199.172,yes,0,3A,TR-TR
Turkish,5902589465,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 05:28:14,2021-01-21 05:27:57,False,cf_internal,0.975,45844921,TUR,68.0,Ankara,144.122.189.48,yes,1,3A,TR-TR
Turkish,5902607251,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 05:53:15,2021-01-21 05:52:30,False,cf_internal,0.979,45840774,TUR,46.0,Kahramanmaras,31.223.13.13,yes,1,3A,TR-TR
Turkish,5902607651,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 05:53:50,2021-01-21 05:53:15,False,cf_internal,0.9654,45853533,TUR,68.0,Ankara,94.54.67.195,yes,1,3A,TR-TR
Turkish,5902609584,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 05:56:59,2021-01-21 05:56:36,False,cf_internal,0.9666,46248097,TUR,34.0,Istanbul,176.240.19.195,yes,1,3A,TR-TR
Turkish,5902622262,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 06:22:26,2021-01-21 06:22:07,False,cf_internal,0.9712000000000001,45816391,TUR,68.0,Ankara,94.54.29.205,yes,1,3A,TR-TR
Turkish,5902634563,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 06:51:28,2021-01-21 06:50:46,False,cf_internal,0.9796,46348026,TUR,68.0,Ankara,78.187.5.10,yes,1,3A,TR-TR
Turkish,5902638359,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 07:00:07,2021-01-21 07:00:01,False,cf_internal,0.9804,45758795,TUR,34.0,Istanbul,176.218.165.116,yes,1,3A,TR-TR
Turkish,5902646100,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 07:07:24,2021-01-21 07:07:10,False,cf_internal,0.9709000000000001,45488787,TUR,,,5.25.142.184,yes,1,3A,TR-TR
Turkish,5902647044,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 07:09:27,2021-01-21 07:08:48,False,cf_internal,0.9756,46348044,TUR,68.0,Ankara,178.233.20.156,yes,1,3A,TR-TR
Turkish,5902647224,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 07:09:56,2021-01-21 07:09:50,False,cf_internal,0.9756,46348039,TUR,68.0,Ankara,178.233.20.156,yes,1,3A,TR-TR
Turkish,5902654967,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 07:17:49,2021-01-21 07:17:40,False,cf_internal,0.9804,46271556,TUR,68.0,Ankara,178.246.223.117,yes,1,3A,TR-TR
Turkish,5902654993,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 07:17:49,2021-01-21 07:17:24,False,cf_internal,0.9763000000000001,45488685,TUR,81.0,Adana,217.131.130.33,yes,1,3A,TR-TR
Turkish,5902656895,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 07:20:42,2021-01-21 07:20:20,False,cf_internal,0.981,45497461,TUR,32.0,Mersin,94.54.8.82,yes,1,3A,TR-TR
Turkish,5902678865,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 07:39:51,2021-01-21 07:39:31,False,cf_internal,0.9816,46202381,TUR,81.0,Adana,95.70.140.166,yes,1,3A,TR-TR
Turkish,5902689627,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 08:04:09,2021-01-21 08:03:14,False,cf_internal,0.9821000000000001,45495906,TUR,34.0,Istanbul,31.223.99.92,yes,1,3A,TR-TR
Turkish,5902716612,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 08:45:29,2021-01-21 08:44:32,False,cf_internal,0.9584,46348115,TUR,68.0,Ankara,213.153.243.223,yes,1,3A,TR-TR
Turkish,5902721004,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 08:57:15,2021-01-21 08:56:42,False,cf_internal,0.9645,45488846,TUR,34.0,Istanbul,31.210.107.203,yes,1,3A,TR-TR
Turkish,5902721539,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 08:58:51,2021-01-21 08:58:21,False,cf_internal,0.9815,45493533,TUR,68.0,Ankara,78.170.140.228,yes,1,3A,TR-TR
Turkish,5902723034,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 09:02:05,2021-01-21 09:01:52,False,cf_internal,0.9817,46306572,TUR,35.0,Izmir,176.88.68.234,yes,1,3A,TR-TR
Turkish,5902724991,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 09:07:01,2021-01-21 09:06:43,False,cf_internal,0.9654,44653035,GBR,,,23.106.56.37,yes,1,3A,TR-TR
Turkish,5902731995,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 09:22:08,2021-01-21 09:21:22,False,cf_internal,0.9663,46348147,TUR,68.0,Ankara,176.88.76.57,yes,1,3A,TR-TR
Turkish,5902737739,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 09:29:02,2021-01-21 09:28:39,False,cf_internal,0.971,45827748,TUR,68.0,Ankara,31.206.9.118,yes,1,3A,TR-TR
Turkish,5902738208,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 09:30:06,2021-01-21 09:29:23,False,cf_internal,0.9518000000000001,46348159,TUR,48.0,Mugla,95.0.12.165,yes,1,3A,TR-TR
Turkish,5902753394,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 09:45:12,2021-01-21 09:45:02,False,cf_internal,0.9667,46348171,TUR,35.0,Izmir,88.230.155.27,yes,1,3A,TR-TR
Turkish,5902754038,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 09:46:24,2021-01-21 09:45:43,False,cf_internal,0.979,45840092,TUR,68.0,Ankara,176.234.140.189,yes,1,3A,TR-TR
Turkish,5902759005,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 09:58:05,2021-01-21 09:57:48,False,cf_internal,0.975,46348184,TUR,34.0,Istanbul,31.155.247.9,yes,1,3A,TR-TR
Turkish,5902763190,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 10:05:33,2021-01-21 10:05:28,False,cf_internal,0.9768,46348196,TUR,68.0,Ankara,212.252.140.56,yes,1,3A,TR-TR
Turkish,5902765849,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 10:09:37,2021-01-21 10:09:32,False,cf_internal,0.9765,46348201,TUR,63.0,Sanliurfa,5.24.4.224,yes,1,3A,TR-TR
Turkish,5902768409,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 10:13:42,2021-01-21 10:13:37,False,cf_internal,0.9768,46348204,TUR,34.0,Istanbul,78.173.57.137,yes,1,3A,TR-TR
Turkish,5902768410,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 10:13:42,2021-01-21 10:13:35,False,cf_internal,0.9768,46202932,TUR,91.0,Osmaniye,213.43.118.130,yes,1,3A,TR-TR
Turkish,5902769847,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 10:15:58,2021-01-21 10:15:50,False,cf_internal,0.979,46063325,TUR,54.0,Sakarya,88.231.132.98,yes,1,3A,TR-TR
Turkish,5902780799,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 10:33:26,2021-01-21 10:33:10,False,cf_internal,0.9794,45490659,TUR,68.0,Ankara,185.205.94.247,yes,1,3A,TR-TR
Turkish,5902783497,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 10:37:36,2021-01-21 10:37:10,False,cf_internal,0.9529000000000001,45738266,TUR,34.0,Istanbul,82.222.98.184,yes,1,3A,TR-TR
Turkish,5902799624,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 11:04:49,2021-01-21 11:04:45,False,cf_internal,0.9772000000000001,46306316,TUR,34.0,Istanbul,85.99.183.176,yes,1,3A,TR-TR
Turkish,5902802790,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 11:09:54,2021-01-21 11:09:48,False,cf_internal,0.9551000000000001,46348239,TUR,16.0,Bursa,176.42.19.204,yes,1,3A,TR-TR
Turkish,5902824197,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 11:37:21,2021-01-21 11:36:25,False,cf_internal,0.9663,45747059,TUR,68.0,Ankara,149.0.160.225,yes,1,3A,TR-TR
Turkish,5902829391,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 11:44:39,2021-01-21 11:44:14,False,cf_internal,0.9531000000000001,45761117,TUR,34.0,Istanbul,95.5.188.193,yes,1,3A,TR-TR
Turkish,5902831145,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 11:47:16,2021-01-21 11:46:21,False,cf_internal,0.9776,45763539,POL,78.0,Warsaw,195.191.163.21,yes,1,3A,TR-TR
Turkish,5902834054,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 11:52:03,2021-01-21 11:51:53,False,cf_internal,0.9663,46154853,TUR,,,31.142.30.2,yes,1,3A,TR-TR
Turkish,5902834069,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 11:52:04,2021-01-21 11:51:49,False,cf_internal,0.9771000000000001,46068653,TUR,83.0,Gaziantep,212.252.143.65,yes,1,3A,TR-TR
Turkish,5902836129,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 11:54:54,2021-01-21 11:54:47,False,cf_internal,0.9529000000000001,45940029,TUR,55.0,Samsun,37.130.104.176,yes,1,3A,TR-TR
Turkish,5902841671,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 12:04:04,2021-01-21 12:03:51,False,cf_internal,0.9668,46348292,TUR,34.0,Istanbul,85.102.104.218,yes,1,3A,TR-TR
Turkish,5902847520,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 12:13:24,2021-01-21 12:12:50,False,cf_internal,0.977,45815738,TUR,68.0,Ankara,178.233.21.41,yes,1,3A,TR-TR
Turkish,5902847688,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 12:13:41,2021-01-21 12:13:09,False,cf_internal,0.9452,46348300,TUR,68.0,Ankara,78.175.50.231,yes,1,3A,TR-TR
Turkish,5902880770,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 12:58:14,2021-01-21 12:57:19,False,cf_internal,0.9773000000000001,46348346,TUR,32.0,Mersin,212.252.117.48,yes,1,3A,TR-TR
Turkish,5902893434,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 13:11:50,2021-01-21 13:11:32,False,cf_internal,0.9651000000000001,46113375,TUR,61.0,Trabzon,78.168.221.56,yes,1,3A,TR-TR
Turkish,5902898591,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 13:16:05,2021-01-21 13:15:43,False,cf_internal,0.9526,45638934,TUR,68.0,Ankara,46.221.70.11,yes,1,3A,TR-TR
Turkish,5902901401,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 13:19:01,2021-01-21 13:18:58,False,cf_internal,0.929,46304577,GRC,35.0,Athens,109.242.140.11,yes,1,3A,TR-TR
Turkish,5902901452,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 13:19:04,2021-01-21 13:18:30,False,cf_internal,0.9291,46304602,GRC,35.0,Athens,109.242.140.11,yes,1,3A,TR-TR
Turkish,5902915743,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 13:35:21,2021-01-21 13:35:01,False,cf_internal,0.9761000000000001,46348378,TUR,35.0,Izmir,85.107.78.76,yes,1,3A,TR-TR
Turkish,5902917502,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 13:37:27,2021-01-21 13:37:05,False,cf_internal,0.9761000000000001,46062693,TUR,34.0,Istanbul,82.222.237.104,yes,1,3A,TR-TR
Turkish,5902927022,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 13:45:55,2021-01-21 13:45:43,False,cf_internal,0.9767,46348381,TUR,68.0,Ankara,94.54.56.140,yes,1,3A,TR-TR
Turkish,5902927452,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 13:46:16,2021-01-21 13:45:35,False,cf_internal,0.9767,45662858,TUR,,,31.142.246.75,yes,1,3A,TR-TR
Turkish,5902945163,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 14:02:32,2021-01-21 14:02:09,False,cf_internal,0.9774,45490306,TUR,34.0,Istanbul,176.88.93.96,yes,1,3A,TR-TR
Turkish,5902945239,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 14:02:35,2021-01-21 14:02:09,False,cf_internal,0.9774,45863773,TUR,34.0,Istanbul,94.54.246.19,yes,1,3A,TR-TR
Turkish,5902954056,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 14:10:12,2021-01-21 14:09:58,False,cf_internal,0.9777,46271712,TUR,26.0,Eskisehir,81.213.240.89,yes,1,3A,TR-TR
Turkish,5902954498,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 14:10:37,2021-01-21 14:09:51,False,cf_internal,0.9635,46348431,TUR,34.0,Istanbul,212.252.137.189,yes,1,3A,TR-TR
Turkish,5902980785,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 14:35:20,2021-01-21 14:35:00,False,cf_internal,0.9641000000000001,45495811,TUR,68.0,Ankara,31.206.134.82,yes,1,3A,TR-TR
Turkish,5902981714,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 14:36:09,2021-01-21 14:35:31,False,cf_internal,0.9752000000000001,46348458,TUR,46.0,Kahramanmaras,213.186.157.48,yes,1,3A,TR-TR
Turkish,5902990167,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 14:43:01,2021-01-21 14:42:33,False,cf_internal,0.9756,45861886,TUR,35.0,Izmir,89.252.151.224,yes,1,3A,TR-TR
Turkish,5902998325,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 14:49:10,2021-01-21 14:48:59,False,cf_internal,0.9648,46307670,TUR,41.0,Kocaeli,95.10.206.106,yes,1,3A,TR-TR
Turkish,5903001016,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 14:51:03,2021-01-21 14:50:56,False,cf_internal,0.9756,45630286,TUR,34.0,Istanbul,24.133.136.9,yes,1,3A,TR-TR
Turkish,5903011496,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 14:58:51,2021-01-21 14:58:01,False,cf_internal,0.9662000000000001,46348485,TUR,68.0,Ankara,78.174.17.162,yes,1,3A,TR-TR
Turkish,5903025876,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 15:10:54,2021-01-21 15:10:14,False,cf_internal,0.9666,46348501,TUR,,,5.24.162.32,yes,1,3A,TR-TR
Turkish,5903044195,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 15:27:46,2021-01-21 15:27:18,False,cf_internal,0.9768,46277678,TUR,68.0,Ankara,46.155.49.91,yes,1,3A,TR-TR
Turkish,5903069562,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 15:51:27,2021-01-21 15:51:14,False,cf_internal,0.9753000000000001,46348546,TUR,14.0,Bolu,88.245.252.100,yes,1,3A,TR-TR
Turkish,5903095724,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 16:15:03,2021-01-21 16:14:57,False,cf_internal,0.9756,46348572,TUR,34.0,Istanbul,37.155.123.181,yes,1,3A,TR-TR
Turkish,5903099647,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 16:18:40,2021-01-21 16:17:44,False,cf_internal,0.9767,46348577,TUR,68.0,Ankara,24.133.65.13,yes,1,3A,TR-TR
Turkish,5903100376,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 16:19:21,2021-01-21 16:18:56,False,cf_internal,0.9653,45495771,TUR,68.0,Ankara,31.206.146.147,yes,1,3A,TR-TR
Turkish,5903109744,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 16:27:59,2021-01-21 16:27:16,False,cf_internal,0.9546,46198245,TUR,,,5.25.141.188,yes,1,3A,TR-TR
Turkish,5903117867,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 16:34:53,2021-01-21 16:34:00,False,cf_internal,0.9769000000000001,46348596,TUR,68.0,Ankara,5.46.60.11,yes,1,3A,TR-TR
Turkish,5903164036,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 16:55:10,2021-01-21 16:54:15,False,cf_internal,0.9772000000000001,46348641,TUR,93.0,Düzce,95.7.222.182,yes,1,3A,TR-TR
Turkish,5903168804,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 16:58:58,2021-01-21 16:58:27,False,cf_internal,0.9755,46348643,TUR,7.0,Antalya,195.142.71.219,yes,1,3A,TR-TR
Turkish,5903181135,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 17:10:03,2021-01-21 17:09:44,False,cf_internal,0.9668,45897074,TUR,60.0,Tokat,95.70.190.205,yes,1,3A,TR-TR
Turkish,5903184093,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 17:12:59,2021-01-21 17:12:18,False,cf_internal,0.9773000000000001,46203194,TUR,34.0,Istanbul,85.99.16.96,yes,1,3A,TR-TR
Turkish,5903193324,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 17:19:22,2021-01-21 17:18:52,False,cf_internal,0.9758,46348671,TUR,32.0,Mersin,176.232.77.99,yes,1,3A,TR-TR
Turkish,5903202387,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 17:24:05,2021-01-21 17:23:47,False,cf_internal,0.9758,46208392,TUR,16.0,Bursa,46.106.227.99,yes,1,3A,TR-TR
Turkish,5903224070,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 17:35:04,2021-01-21 17:34:22,False,cf_internal,0.9296000000000001,46348695,TUR,68.0,Ankara,176.88.74.1,yes,1,3A,TR-TR
Turkish,5903232423,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 17:38:38,2021-01-21 17:38:31,False,cf_internal,0.966,45847006,TUR,68.0,Ankara,176.88.87.106,yes,1,3A,TR-TR
Turkish,5903252323,yes,literature,formal,literature,neutral,medium,familiar,2,Exact Match,öykü,story,hikaye,story,2936096530,2021-01-21 17:45:46,2021-01-21 17:45:08,False,cf_internal,0.9755,45749997,TUR,43.0,Kütahya,176.42.27.198,yes,1,3A,TR-TR
